lnr,forening,name,kommune,year,tonnes,method,lime,nve_nr,utm33_north,utm33_east,lat,lon
3532,Stråndevatn Fiskelag,Stråndevatn,Bygland,1988,23.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
2898,Hinnebu Sportsfiskere,Rosævatnet,Froland,1992,23.0,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2699,Ogge Fiskelag,Ogge,Birkenes,1993,23.5,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2698,Ogge Fiskelag,Ogge,Birkenes,1992,24.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
124,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1993,24.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
3921,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2001,82.8,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3922,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2002,70.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3923,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2003,60.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3924,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2004,57.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3925,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2005,52.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3926,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2008,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
1632,Hinnebu Sportsfiskere,Håvatnet,Froland,2000,24.2,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
2899,Hinnebu Sportsfiskere,Rosævatnet,Froland,1995,24.5,Båt,Kalksteinmel,10210,6511877,120514,58.5809,8.46743
2697,Ogge Fiskelag,Ogge,Birkenes,1991,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2700,Ogge Fiskelag,Ogge,Birkenes,1994,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2701,Ogge Fiskelag,Ogge,Birkenes,1995,25.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
847,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1999,25.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
3927,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2011,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3928,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2014,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3533,Stråndevatn Fiskelag,Stråndevatn,Bygland,1990,25.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
3929,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2015,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3942,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1999,25.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3930,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2016,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3931,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2018,40.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3932,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2019,38.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3091,Mykland Fiskelag,Saurdalsvatnet,Froland,1999,25.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
1631,Hinnebu Sportsfiskere,Håvatnet,Froland,1998,25.0,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
126,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1995,25.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
3933,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2020,38.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3934,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2021,35.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3908,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2022,35.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3944,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,2001,23.2,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3945,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,2002,19.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3946,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,2005,15.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3765,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1995,26.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
123,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1992,26.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
2853,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1994,27.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2854,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1995,27.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
125,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1994,27.5,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
1809,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1994,27.5,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
793,Mykland Fiskelag,Flekevatnet,Froland,1992,28.0,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
1629,Hinnebu Sportsfiskere,Håvatnet,Froland,1994,28.0,Båt,Kalksteinmel,10313,6509175,122571,58.5586,8.50704
1765,Gjerstad JFF - Aust-Agder,Kleivvatn,Gjerstad,2000,28.1,Båt,Kalksteinmel,8330,6543713,148628,58.8888,8.89837
870,Uråna Fiskelag,Gangvatn,Arendal,1992,29.0,Båt,Kalksteinmel,10636,6501036,122118,58.4855,8.51279
1806,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1986,29.0,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
3534,Stråndevatn Fiskelag,Stråndevatn,Bygland,1991,30.0,Båt,Kalksteinmel,8195,6552248,85398,58.9086,7.79371
1701,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1996,30.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
1702,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1997,30.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
2851,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1992,30.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2852,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1993,30.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
3090,Mykland Fiskelag,Saurdalsvatnet,Froland,1997,30.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
3310,Stigselv Fiskelag,Steinsvann,Birkenes,1992,30.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3313,Stigselv Fiskelag,Steinsvann,Birkenes,1997,30.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
4093,Vegår Grunneierlag,Vegår,Vegårdshei,2001,450.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4094,Vegår Grunneierlag,Vegår,Vegårdshei,2002,300.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4095,Vegår Grunneierlag,Vegår,Vegårdshei,2003,200.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4096,Vegår Grunneierlag,Vegår,Vegårdshei,2004,200.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4097,Vegår Grunneierlag,Vegår,Vegårdshei,2005,200.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4098,Vegår Grunneierlag,Vegår,Vegårdshei,2006,175.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4099,Vegår Grunneierlag,Vegår,Vegårdshei,2007,154.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4100,Vegår Grunneierlag,Vegår,Vegårdshei,2008,140.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4101,Vegår Grunneierlag,Vegår,Vegårdshei,2009,140.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4102,Vegår Grunneierlag,Vegår,Vegårdshei,2011,140.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4103,Vegår Grunneierlag,Vegår,Vegårdshei,2012,120.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4104,Vegår Grunneierlag,Vegår,Vegårdshei,2013,120.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4113,Stigselv Fiskelag,Vestervann,Birkenes,2001,15.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
4114,Stigselv Fiskelag,Vestervann,Birkenes,2003,15.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
4115,Stigselv Fiskelag,Vestervann,Birkenes,2004,10.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
4116,Stigselv Fiskelag,Vestervann,Birkenes,2005,9.0,Båt,Kalksteinmel,10977,6490117,108700,58.3763,8.30282
848,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,2000,30.3,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
1807,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1988,31.0,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
970,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,2000,31.4,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
1982,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,1992,32.0,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
1511,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1993,33.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
1983,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,1994,33.5,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
871,Uråna Fiskelag,Gangvatn,Arendal,1994,34.0,Båt,Kalksteinmel,10636,6501036,122118,58.4855,8.51279
846,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1998,35.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
3941,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1998,35.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
1512,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1995,35.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
3909,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1987,141.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3314,Stigselv Fiskelag,Steinsvann,Birkenes,1999,35.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
967,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1997,35.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
968,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1998,35.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
3910,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1989,159.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
2381,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,1992,36.0,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
869,Uråna Fiskelag,Gangvatn,Arendal,1990,36.0,Båt,Kalksteinmel,10636,6501036,122118,58.4855,8.51279
969,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1999,36.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
3911,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1991,160.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3912,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1992,133.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
844,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1996,40.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
845,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1997,40.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
1761,Gjerstad JFF - Aust-Agder,Kleivvatn,Gjerstad,1997,40.0,Båt,Kalksteinmel,8330,6543713,148628,58.8888,8.89837
3940,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1997,40.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
1808,Håland-Kiland-Bjørkos Grl,Kollandsvann,Grimstad,1991,40.0,Båt,Kalksteinmel,10722,6498888,117517,58.4624,8.43798
3913,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1993,133.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3914,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1994,138.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3915,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1995,137.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
208,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1995,42.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
966,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1996,42.3,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
4274,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,1995,43.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
964,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1994,43.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
965,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1995,43.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
3937,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1994,43.5,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3763,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1992,44.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
1509,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1989,45.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
868,Uråna Fiskelag,Gangvatn,Arendal,1988,48.0,Båt,Kalksteinmel,10636,6501036,122118,58.4855,8.51279
2413,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1993,48.5,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
1510,Uråna Fiskelag,Hunsdalsvatn,Grimstad,1991,49.0,Båt,Kalksteinmel,10711,6499191,119343,58.4667,8.46857
4280,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,2001,10.3,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
4281,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,2002,10.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
4282,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,2005,12.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
3916,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1996,100.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3917,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1997,90.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3918,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1998,70.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3919,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,1999,50.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
2415,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1995,51.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
3920,Holvann/Tønnesølvann FL,Tønnesølvann,Grimstad,2000,60.0,Båt,Kalksteinmel,10807,6494547,120535,58.4263,8.49656
3939,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1996,52.5,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
3761,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1988,53.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
204,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1991,53.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
122,Vatne-Rett Fiskelag,Bellandstjern,Birkenes,1990,53.0,Båt,Kalksteinmel,10539,6506321,97691,58.5109,8.08755
2850,Skjerka Fellesfløting,Rossålvann,Vegårdshei,1991,55.0,Båt,Kalksteinmel,9476,6523027,149389,58.7047,8.94388
2411,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1991,56.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
2380,Øvre Nidelv Fiskelag,Mjonevatn,Åmli,1990,56.0,Båt,Kalksteinmel,9407,6526303,129418,58.7173,8.59594
3087,Mykland Fiskelag,Saurdalsvatnet,Froland,1991,60.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
205,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1992,60.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
206,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1993,60.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
102,Begervannets Grl,Begervannet,Birkenes,1999,60.0,Båt,Kalksteinmel,10772,6497572,111932,58.4457,8.34513
792,Mykland Fiskelag,Flekevatnet,Froland,1990,63.0,Båt,Kalksteinmel,10164,6513807,111121,58.5898,8.30367
1981,Kyllandsvann Grunneierfor.,Kyllandsvann,Birkenes,1990,63.0,Båt,Kalksteinmel,10610,6503014,107824,58.4906,8.26592
207,Bjorvatn Fiskelag,Bjorvatn,Evje og Hornes,1994,64.0,Båt,Kalksteinmel,10217,6514845,87182,58.577,7.89311
3308,Stigselv Fiskelag,Steinsvann,Birkenes,1989,66.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
3088,Mykland Fiskelag,Saurdalsvatnet,Froland,1993,66.5,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
2410,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1989,68.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
3762,Tjørnstøylvann Fiskelag,Tjørnstøylvatn,Bygland,1990,69.0,Båt,Kalksteinmel,9298,6532068,88931,58.7322,7.89165
2416,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1997,70.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
4272,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,1992,70.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
3089,Mykland Fiskelag,Saurdalsvatnet,Froland,1995,70.0,Båt,Kalksteinmel,10080,6515049,110949,58.6007,8.2986
1698,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1993,71.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
1694,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1989,72.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
3312,Stigselv Fiskelag,Steinsvann,Birkenes,1995,72.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
1697,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1992,73.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
3311,Stigselv Fiskelag,Steinsvann,Birkenes,1993,73.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
4087,Vegår Grunneierlag,Vegår,Vegårdshei,1989,75.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
1699,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1994,75.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
1700,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1995,75.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
4273,Ufsvann Fiskarlag,Vålevatn,Vegårdshei,1994,75.0,Båt,Kalksteinmel,9200,6529634,132431,58.7496,8.6422
3938,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1995,75.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
1143,Haukom og Ljosevannet Fiskelag,Haukomvatnet,Birkenes,2000,77.6,Båt,Kalksteinmel,1334,6510208,98561,58.5463,8.09553
99,Begervannets Grl,Begervannet,Birkenes,1990,80.0,Båt,Kalksteinmel,10772,6497572,111932,58.4457,8.34513
101,Begervannets Grl,Begervannet,Birkenes,1996,80.0,Båt,Kalksteinmel,10772,6497572,111932,58.4457,8.34513
100,Begervannets Grl,Begervannet,Birkenes,1993,87.5,Båt,Kalksteinmel,10772,6497572,111932,58.4457,8.34513
963,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1993,88.5,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
962,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1992,89.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
1142,Haukom og Ljosevannet Fiskelag,Haukomvatnet,Birkenes,1999,90.0,Båt,Kalksteinmel,1334,6510208,98561,58.5463,8.09553
1696,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1991,98.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
1758,Gjerstad JFF - Aust-Agder,Kleivvatn,Gjerstad,1995,103.0,Båt,Kalksteinmel,8330,6543713,148628,58.8888,8.89837
2414,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1995,106.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
3309,Stigselv Fiskelag,Steinsvann,Birkenes,1991,106.0,Båt,Kalksteinmel,10932,6490669,109689,58.3821,8.31868
843,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1995,108.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
1695,Vegårshei JFF,Kallbergsvatnet,Vegårdshei,1990,116.0,Båt,Kalksteinmel,8980,6532208,148917,58.7863,8.92145
842,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1994,126.5,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
2412,Gjerstad JFF - Aust-Agder,Mjåvatn i G.stad,Gjerstad,1992,128.0,Båt,Kalksteinmel,8237,6545299,149903,58.904,8.91786
1141,Haukom og Ljosevannet Fiskelag,Haukomvatnet,Birkenes,1998,130.0,Båt,Kalksteinmel,1334,6510208,98561,58.5463,8.09553
3936,Ufsvann Fiskarlag,Ufsvatn,Vegårdshei,1992,130.0,Båt,Kalksteinmel,9337,6527366,133181,58.73,8.65878
1755,Gjerstad JFF - Aust-Agder,Kleivvatn,Gjerstad,1993,132.0,Båt,Kalksteinmel,8330,6543713,148628,58.8888,8.89837
841,Førevann Fiskelag (A-Agder),Førevatnet,Birkenes,1992,143.0,Båt,Kalksteinmel,1335,6518976,99722,58.6256,8.09989
4091,Vegår Grunneierlag,Vegår,Vegårdshei,1997,150.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
1140,Haukom og Ljosevannet Fiskelag,Haukomvatnet,Birkenes,1997,150.0,Båt,Kalksteinmel,1334,6510208,98561,58.5463,8.09553
1753,Gjerstad JFF - Aust-Agder,Kleivvatn,Gjerstad,1991,200.0,Båt,Kalksteinmel,8330,6543713,148628,58.8888,8.89837
1139,Haukom og Ljosevannet Fiskelag,Haukomvatnet,Birkenes,1996,209.0,Båt,Kalksteinmel,1334,6510208,98561,58.5463,8.09553
4090,Vegår Grunneierlag,Vegår,Vegårdshei,1994,317.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4086,Vegår Grunneierlag,Vegår,Vegårdshei,1987,320.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4085,Vegår Grunneierlag,Vegår,Vegårdshei,1985,325.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
961,Grimevann Fiskelag,Grimevatnet Vestre,Lillesand,1989,370.0,Båt,Kalksteinmel,11092,6483757,110707,58.3214,8.34764
4088,Vegår Grunneierlag,Vegår,Vegårdshei,1990,460.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4089,Vegår Grunneierlag,Vegår,Vegårdshei,1991,460.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
4092,Vegår Grunneierlag,Vegår,Vegårdshei,1999,550.0,Båt,Kalksteinmel,1258,6533453,137185,58.7877,8.71769
2702,Ogge Fiskelag,Ogge,Birkenes,1997,1500.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
2703,Ogge Fiskelag,Ogge,Birkenes,1999,1600.0,Båt,Kalksteinmel,1322,6496094,97469,58.4195,8.10173
